itc_id,full_name,type,target_date,status,rejection_category,comment
f606fc6a-9639-4279-a59f-5569d07d1e16,Azure API Apps,END_OF_LIFE_DATE,NOT_FOUND,REJECTED,WRONG_PRODUCT_OR_COMPONENT,The suggested date is for a different product.
5bd45b0e-3c74-486b-b077-ffee9c86f298,Cisco Systems Catalyst 1000 Series Switch,END_OF_LIFE_DATE,2030-04-30,REJECTED,WRONG_PRODUCT_OR_COMPONENT,"The suggested date is for software EOL. The factsheet is a hardware component, hence the date does not apply here."
b1786e42-2114-4c0a-b949-1b3a9e74faa2,Microsoft Analysis Services OLE DB Provider 14.0,END_OF_LIFE_DATE,NOT_FOUND,REJECTED,WRONG_PRODUCT_OR_COMPONENT,The suggested date and link is for a different product.
7cd2a55e-880a-4f43-a84f-69b1e07acc02,Microsoft Windows PowerShell 5.1.x,END_OF_LIFE_DATE,NOT_FOUND,REJECTED,WRONG_PRODUCT_OR_COMPONENT,The suggested EOL is in consideration of windows server product. Powershell should have sepearte EOL which is not available for now
8c4585ce-0406-49ad-8e4e-a9e7208f2a91,Meta for Business SaaS Hosting,END_OF_LIFE_DATE,NOT_FOUND,REJECTED,WRONG_PRODUCT_OR_COMPONENT,The suggested date is for a different Meta solution.
d27b3971-fafd-4e41-9fd2-87666dcb3f67,Cisco Systems Jabber 14.0.x,END_OF_LIFE_DATE,NOT_FOUND,REJECTED,WRONG_PRODUCT_OR_COMPONENT,"The suggested date is for Cisco UCM, however Jabber has different EOL dates from UCM."
37e4fbea-2ea9-4c98-9938-54173bb9a0ba,Oracle MySQL Workbench Community 8.0.x,END_OF_LIFE_DATE,2026-04-30,REJECTED,WRONG_PRODUCT_OR_COMPONENT,The suggested date is for a different product.
8f4a4f57-9470-413c-a049-67003db263f3,Microsoft Visual Studio Tools for Applications 10.0,END_OF_LIFE_DATE,2020-07-14,REJECTED,WRONG_VERSION_OR_SCOPE,This product can be used as a standalone mode and hence does not follow the lifecycle of Microsoft Visual Studio.
6ed02a0b-8f72-41e1-9e25-b9991872d868,Axway API Gateway 7.7.x,END_OF_LIFE_DATE,2023-05-31,REJECTED,WRONG_VERSION_OR_SCOPE,The suggested date is for a different version.
b366355b-af16-4575-beb1-443dda1c6d49,IBM API Connect 10.0.x,END_OF_LIFE_DATE,NOT_FOUND,REJECTED,WRONG_VERSION_OR_SCOPE,The suggested date is for a different version.
b69271b0-592e-4f36-b229-0b215ec14131,Microsoft Analysis Services OLE DB Provider 15.0,END_OF_LIFE_DATE,NOT_FOUND,REJECTED,WRONG_VERSION_OR_SCOPE,The suggested date does not match / could not found on the URL mentioned
859aff09-5658-4653-8375-964437d78339,Oracle Enterprise Performance Management Cloud SaaS Hosting,ACTIVE_DATE,2014-02-01,REJECTED,WRONG_VERSION_OR_SCOPE,The suggested date cannot be found and it refers to the on-premise version.
